formula,predicted_Tc,efermi,band_gap
Li4Ti4Mn4Cr1O18,10.66110897064209,3.46710865,0.0
Sr2Li1Ta1N3F1,10.660049438476562,2.38178617,2.5637
K5Li1Ge2O7,10.658204078674316,-0.18983846,2.9956
Na1Mg30B1O31,10.656790733337402,6.1418692,2.3338
Li2V1Cl4,10.656607627868652,3.03964297,1.1057999999999997
Li1Mn1S2O8,10.656174659729004,0.27682726,0.2455
Sb2C3O1F18,10.65604019165039,-0.62036031,2.1709
Ca11C2N10,10.655317306518555,3.30954147,0.7760000000000002
Ni1H8C4N3O6,10.654459953308105,-0.09163346,0.5109
Ni1H8C4N3O6,10.654459953308105,-0.09163346,0.5109
Sr11C2N10,10.653295516967773,2.58245332,0.5311000000000003
K1Si2N3,10.650205612182617,5.86943234,3.673199999999999
B3H7C1O1,10.646428108215332,-3.25141263,4.0448
B3H7C1O1,10.646428108215332,-3.25141263,4.0448
Na3Mg1Nb5Si3P6O36,10.644695281982422,0.80551512,2.4362
Pr1C2Br1O7,10.643941879272461,-0.42914228,0.5709
Li4Mn5Sb3O16,10.640151977539062,3.96669268,0.0
Ni8B3Sb1O15,10.638728141784668,6.02953088,0.0
Ni8B3Sb1O15,10.638728141784668,6.02953088,0.0
K2B10H13O2,10.637858390808105,-0.67962843,3.7309
Li1Nb1O2,10.637186050415039,5.22817792,1.5794999999999997
Li1Co1H8S2O12,10.637059211730957,-0.61381784,1.0009
Li2V3O4F4,10.635915756225586,1.31972527,0.9256
Ca1Mg1Si2O6,10.63532829284668,2.96505317,4.9716
Zr4Mo1C5,10.635276794433594,6.34526725,0.0
Pu1Si6H54C18N3,10.634082794189453,-0.06488159,3.5219
Pu1Si6H54C18N3,10.634082794189453,-0.06488159,3.5219
Sm3Si2Cl5O6,10.634061813354492,0.16100386,4.6078
Sr1Ga2B2O7,10.632966995239258,0.85821037,3.9722
Li1Mn1B1O3,10.63170051574707,2.09211943,2.5636
Li1Mn1B1O3,10.63170051574707,2.09211943,2.5636
Ga1B6O6,10.630111694335938,-4.23015195,0.0
Mg16Al12V1,10.629225730895996,5.03642572,0.0
Al1Cr1Tc2,10.625856399536133,-3.13143179,0.4129999999999998
Li1Mg14B1O16,10.625296592712402,3.97663333,3.989700000000001
Li1Mg14B1O16,10.625296592712402,3.97663333,3.989700000000001
Li2Ti3O7,10.623892784118652,1.30058474,2.9823000000000004
Mg6Co1B1O8,10.6238374710083,6.58722974,0.609
K1Al1B4H16,10.622651100158691,2.68062932,6.646599999999999
K1Al1B4H16,10.622651100158691,2.68062932,6.646599999999999
Mg3B11H9O24,10.621893882751465,0.69726396,3.715100000000001
Li1Sc2Al2C2O2,10.620930671691895,5.9111382,0.0
Li1Sc2Al2C2O2,10.620930671691895,5.9111382,0.0
Li1Sc2Al2C2O2,10.620930671691895,5.9111382,0.0
Li4Co5O9F1,10.620515823364258,3.68578603,1.1535000000000002
Na10La4Al4Si5S7O48,10.620283126831055,2.26793057,3.7859000000000007
Na10La4Al4Si5S7O48,10.620283126831055,2.26793057,3.7859000000000007
Zn9Si2Te3P4Pb9O42,10.619376182556152,2.37524017,0.0
K1Tb1Ru1C6N6O4,10.618913650512695,-0.99740534,1.0046000000000002
Rb2Li3B1P4O14,10.617902755737305,0.45115031,5.5484
Rb2Li3B1P4O14,10.617902755737305,0.45115031,5.5484
Sr3Al1N3,10.617505073547363,2.63247453,0.4953000000000003
Li3V1Te4O12,10.615911483764648,3.32794146,1.6770999999999998
V6Si1C1,10.615294456481934,7.25232766,0.0
V6Si1C1,10.615294456481934,7.25232766,0.0
Li4Mn2Cr1Ni3P6O24,10.615242004394531,1.90627702,3.5709
Li4Mn2Cr1Ni3P6O24,10.615242004394531,1.90627702,3.5709
Al1H10S1O9F1,10.612811088562012,-0.90955154,5.459199999999999
Si2Pb5N6,10.612692832946777,5.94325904,0.0
Dy3Ga1C1,10.612692832946777,1.677963,0.0
V2Ni1P2H6O13,10.61201286315918,3.21643292,1.9135
Na2Ca2Si1Ge2S5O24,10.610528945922852,0.82546902,0.187
La2Mg1Zn1Ni1O6,10.610512733459473,5.27744479,3.0029999999999992
Li1H2Br1O5,10.609715461730957,-1.48830305,3.0459
Na2B5H5O11,10.609672546386719,-0.35572271,4.9627
Mo3C7Br3N1Cl3O7,10.60368537902832,-0.77088811,0.3186
Cs1B9H14,10.603378295898438,-1.20259877,3.8007
Rb1Li2Co2B3O9,10.601601600646973,0.18485975,1.1508
Rb1Li2Co2B3O9,10.601601600646973,0.18485975,1.1508
Li4V3Ni3Te2O16,10.600921630859375,3.59156594,0.9095999999999996
Li4V3Ni3Te2O16,10.600921630859375,3.59156594,0.9095999999999996
Sr2Al1Ga1Co2O7,10.598456382751465,4.46349032,0.8266999999999998
Li7W5O16,10.5983247756958,4.21625466,1.3274
Sb1H1C3N3Cl9,10.598041534423828,-0.69735969,1.9047
Li1Co2N3,10.597414016723633,3.37726711,0.0
Na3Ca1Ta1Si2S1O12,10.591943740844727,1.96045783,2.0622
Mn6Ga2C1N1,10.591573715209961,1.94295946,0.0
Li1Si1Bi3O7,10.590214729309082,4.20977596,2.6693
Li1Si1Bi3O7,10.590214729309082,4.20977596,2.6693
Li2Bi2B2O7,10.588921546936035,2.2825882,2.696
Li2Bi2B2O7,10.588921546936035,2.2825882,2.696
Li4Ti2Cr3Sn3O16,10.587543487548828,5.92439963,0.0
Al1Cr2B2,10.586996078491211,8.57388426,0.0
Al1Cr2B2,10.586996078491211,8.57388426,0.0
Na6Ca1Si6Sn7S6O48,10.586555480957031,2.43728521,1.2018
Ca4Ti1Si4Sn3O20,10.58574390411377,3.14419929,3.1716
La1Al1S3O12,10.584612846374512,0.71861073,4.5631
Zn1H20Pd1C4N4O12,10.583715438842773,1.92901804,3.0881
K1Na1Ti1Si3H2O10,10.582621574401855,3.93647247,3.3986
B2As1Cl2,10.581741333007812,-0.83600584,3.4041
B12Pb6O25,10.580995559692383,3.7807231,1.4325
V2Si1Pb5O12,10.577298164367676,2.78064136,2.6668
Sm1H32C8N4Cl7,10.576241493225098,-1.5016918,4.8273
C13Cl12,10.576132774353027,0.08329143,2.466
H6C1N1F1,10.57449722290039,-3.16204517,6.0427
Sr1Gd1Ni1O4,10.572369575500488,3.31406523,0.0
Cr1Co1H18C6N12,10.572015762329102,-1.04774447,1.8356
Li2Ti1V1O5,10.569209098815918,1.71406567,2.2828
Ca3Sc2Si3O12,10.568978309631348,2.83479667,4.1025
Na2Mg1Zr3Si2S4O24,10.5679349899292,1.49454589,2.2099
Al2B3H1O8,10.567754745483398,4.48957611,5.5664
Al2B3H1O8,10.567754745483398,4.48957611,5.5664
Cr1H9C3N6,10.567377090454102,-0.59624681,0.4028
U4Si1N3,10.565322875976562,11.1480843,0.0
Li4Ti3Mn2V3O16,10.564144134521484,2.90336797,0.9531
Ta2H36C12N6Cl2O1,10.56072998046875,-0.70506487,2.6784
Na4Zn3Si1Sn1S5O24,10.557161331176758,1.65956409,2.0516
Mn11C2N10,10.557024002075195,6.11620925,0.0
Sr4Nb1Al1O8,10.556656837463379,1.96200005,2.9538
Ru2C2N8Cl3O5,10.55634880065918,-1.32185001,0.0334
Mg1Al2S4,10.555059432983398,3.80833953,3.0678
Li3Ti1Co4O8,10.554793357849121,3.62718028,0.0
Li2Cr5B3O13,10.554309844970703,3.3920863,1.2860999999999998
Li2Cr5B3O13,10.554309844970703,3.3920863,1.2860999999999998
Mn1P1H5C1O4,10.554012298583984,0.7407571,3.3454
Rb1Mg6B1,10.553924560546875,2.6933698,0.0
Li2Te2O5,10.55374526977539,2.44945581,3.2521000000000004
Na2La1Nb3Si2P4O24,10.553532600402832,1.01578623,2.0988
Li3In1F6,10.553025245666504,-1.8325,4.8656
Sr1Bi2B2O7,10.55291748046875,3.15248196,2.804
Li13Ti22O48,10.552574157714844,4.41075224,0.0
Li3Mn1F7,10.55217456817627,-2.91354761,1.2844
K2Li1Te2,10.551467895507812,-3.13023855,0.0001000000000002
La1Al12O19,10.550602912902832,11.61905887,0.0
Hf2Zr8Ta8Ti4Nb5B54,10.547077178955078,8.31826926,0.0
C1Br1N1,10.546424865722656,-2.85045664,5.0373
Co1C4O4,10.545032501220703,-0.4536335,2.6524
Na3Ta2Ga2Si1P5O24,10.544798851013184,1.34595034,3.2481
Li1Al1C2N4,10.544360160827637,2.71721115,3.5404
Li1Al1C2N4,10.544360160827637,2.71721115,3.5404
Li1Al1C2N4,10.544360160827637,2.71721115,3.5404
Mg1H7C3N1O6,10.543473243713379,3.44989178,4.8737
Li1Cr3Ni1S6O24,10.539944648742676,0.81513948,2.0799000000000003
Li1Cr3Ni1S6O24,10.539944648742676,0.81513948,2.0799000000000003
Rb6In2Co2Si9O26,10.539580345153809,1.87863678,2.7696000000000005
Li10Ti11Cr9O40,10.538799285888672,4.4113684,0.0
C6N7Cl3,10.538098335266113,-0.12405617,2.7037
K3Al1As2,10.537991523742676,1.62573836,0.4517
Li4Cr1Ni3P4O16,10.535999298095703,4.86951055,1.2002999999999997
Li4Cr1Ni3P4O16,10.535999298095703,4.86951055,1.2002999999999997
K1Na2Li3Zr2Si12O30,10.535245895385742,5.72974242,0.0
K1Na2Li3Zr2Si12O30,10.535245895385742,5.72974242,0.0
Li1N6O6,10.534669876098633,-3.15952674,0.0
Li6Al1Cr1O6,10.533697128295898,4.93164131,2.6681
Li6Al1Cr1O6,10.533697128295898,4.93164131,2.6681
Li1Si2Bi3O9,10.533238410949707,3.24277667,2.8591
Li1Si2Bi3O9,10.533238410949707,3.24277667,2.8591
Si1H1C3O1,10.53200912475586,-1.46985614,0.1969
Si1H1C3O1,10.53200912475586,-1.46985614,0.1969
Na1C1,10.53093147277832,-0.52088126,3.3844
Na2Sn1B1As1O7,10.528944969177246,1.15747517,1.1457999999999997
Rb1Ni1W1O3F3,10.527607917785645,0.48257611,2.0863
Cd1C2N4O4,10.526447296142578,-1.73417068,2.4484
Mn1H36C60N12,10.523889541625977,2.25658662,0.0001999999999999
Mg30Al1C1O32,10.523036003112793,6.16092534,1.8304
Mg30Al1C1O32,10.523036003112793,6.16092534,1.8304
Ca2B1As1O8,10.52153205871582,0.23336953,0.0
K2Al1P1C1O7,10.52013874053955,0.41368992,4.9518
K2Al1P1C1O7,10.52013874053955,0.41368992,4.9518
Zn1H12C6S2N10O2,10.517667770385742,-0.36381829,3.6257
Li1V1S3O12,10.517610549926758,-0.77760048,1.2947
Li1V1Cr1O4,10.51731014251709,2.47606044,0.936
Li7Ni1O4F2,10.51159381866455,0.36837112,0.7928000000000001
Li7Ni1O4F2,10.51159381866455,0.36837112,0.7928000000000001
Sr1Pr1Ni1Bi1O6,10.504532814025879,4.32636961,0.3113000000000001
Hf1Mg30Ni1O32,10.502265930175781,8.88839497,0.0136000000000002
Sr3Al2H12O12,10.50169563293457,0.41709584,3.8993
Na18Ca4Ta20Si27S9O144,10.500496864318848,1.55119462,2.2234000000000003
Ru1C4I2O4,10.498746871948242,0.08060178,2.0611
Ni1C4O4,10.49808120727539,-1.45968306,3.6732
Ni1C4O4,10.49808120727539,-1.45968306,3.6732
Na18Ca8Ta16Si21S15O144,10.495551109313965,1.99412507,1.6757000000000002
Nd4Al2O9,10.495009422302246,1.81485583,4.1667000000000005
Al1Tc2W1,10.493406295776367,-2.63006279,0.0
Li2Mn7O12,10.49288272857666,2.44779532,0.2588999999999997
Hf1Ni5B2O10,10.492183685302734,6.97143999,3.1031000000000004
Hf1Ni5B2O10,10.492183685302734,6.97143999,3.1031000000000004
Na6Ca2Ta4Si6S3O36,10.488333702087402,1.55340836,2.5807
Mg30Si1Sn1O32,10.485586166381836,7.12134118,1.7932000000000006
Li1Nd2Tl1Mo4O16,10.484264373779297,1.58506829,2.9659000000000004
Cs2Zr1Si3O9,10.483997344970703,1.44091679,4.789899999999999
Nb3Al1P6O24,10.482378005981445,0.05917993,2.7709
Na3Sc2Al2P3S3O24,10.481596946716309,1.6177165,4.381600000000001
B2Pb4O7,10.477460861206055,5.33179666,2.4544999999999995
Os1C4O4,10.47579574584961,-0.57743448,2.7194000000000003
Na1Nb1Si3Sn3S3O24,10.475380897521973,1.75257726,1.6404
Ni1N8O6,10.474923133850098,4.17565492,0.0
Li5Ni2O2F5,10.474281311035156,3.00725293,2.1843000000000004
Li5Ni2O2F5,10.474281311035156,3.00725293,2.1843000000000004
Li1Al1Si1H2O5,10.473896980285645,0.42993753,4.8099
Li1Al1Si1H2O5,10.473896980285645,0.42993753,4.8099
Li1Al1Si1H2O5,10.473896980285645,0.42993753,4.8099
Na10Al8Si5S7O48,10.47385025024414,3.00065984,4.1263000000000005
Na10Al8Si5S7O48,10.47385025024414,3.00065984,4.1263000000000005
Mg1Si1O6F6,10.473509788513184,-1.82866185,0.2846999999999999
Li1Mg1As1,10.472442626953125,2.37069355,1.3722999999999996
Ca3B2N4,10.472039222717285,2.21216055,2.4714000000000005
Na14Ca2Si9Sn6S3O48,10.4713773727417,2.80917411,1.6785000000000003
Na3C2O8,10.470955848693848,-0.63726215,0.0
Mg1Al4H12O12,10.469002723693848,2.67114899,4.098599999999999
Na2Nb4Ga4Si5S7O48,10.468681335449219,1.15433899,1.4920999999999998
Hg4C5N4O1,10.467958450317383,-1.92391885,0.4996
Li2B4H4O9,10.465932846069336,-0.51548704,5.1172
Li2B4H4O9,10.465932846069336,-0.51548704,5.1172
K2Al2Sb2O7,10.465155601501465,1.3170666,3.5034
Nb3Si1,10.465065002441406,6.08203106,0.0
Na2Ta3Al1Si2P4O24,10.465019226074219,1.47395338,3.0178000000000003
Na2Ta3Al1Si2P4O24,10.465019226074219,1.47395338,3.0178000000000003
Li1Mn3O1F8,10.464508056640625,-0.67206991,0.2583
Ti4C1N3,10.461023330688477,8.5887428,0.0
Li4Ti3V3Cr2O16,10.460206985473633,3.32488415,0.6695000000000002
K2Na4Ca5Si12O34,10.459756851196289,1.02995085,0.0
Si1I4,10.459152221679688,-0.52968823,2.8561
K1Si1H1O3,10.458843231201172,0.14661194,4.768199999999999
Mg1Co1Si1O4,10.458680152893066,6.08199336,2.5985
Mg3B7Br1O13,10.458646774291992,2.23377874,5.9459
Li1Cr1Si1O4,10.458590507507324,3.03477034,2.5476
Li1Cr1Si1O4,10.458590507507324,3.03477034,2.5476
Hf2C1N1,10.4575834274292,7.44721119,0.0
Co1B10H26O8,10.457345008850098,-1.22081012,2.7696
Na6Mg1Si2Sn3P4O24,10.456561088562012,2.69880732,2.3661
Mg30Al1Sn1O32,10.456388473510742,8.89054721,0.0
K1Li3Si12Sn2O30,10.454517364501953,1.05406974,4.4356
K1Li3Si12Sn2O30,10.454517364501953,1.05406974,4.4356
Sr1Mg6Al1O8,10.454513549804688,9.00743062,0.0
Er1Ni2B2C1,10.45445442199707,6.50322201,0.0
Er1Ni2B2C1,10.45445442199707,6.50322201,0.0
Er1Ni2B2C1,10.45445442199707,6.50322201,0.0
Li7Ti12O24,10.451042175292969,5.46478972,0.0
Mg14Al1Sn1O16,10.450811386108398,8.86507554,0.0
Sr1Al2S4,10.450509071350098,2.26257899,3.6396
Na3B6N1O13,10.450089454650879,0.4537687,3.2938
B10H16C1Se1,10.449905395507812,0.71025911,3.3257000000000003
B10H16C1Se1,10.449905395507812,0.71025911,3.3257000000000003
Zn1C2N6Cl4,10.449751853942871,-2.30041299,0.1566
Mg30Al1Bi1O32,10.449661254882812,8.00644266,0.2928999999999995
Na6Ti1Zn3Si2S4O24,10.44863510131836,2.00065361,1.3663999999999998
Li1Ti3V1O8,10.44722843170166,2.16295798,1.5416
Li3V1O2F2,10.445908546447754,2.89126082,1.1774999999999998
Li1V3O5F3,10.44257926940918,2.04204528,0.9109000000000004
Na5Ni9O16,10.441485404968262,3.45715638,0.0
Mo2C3N6,10.44040584564209,5.05529505,0.1760999999999999
Al1Se4Cl4,10.44005298614502,-0.41099119,1.1038
Al2Zn1S4,10.439692497253418,4.2853273,2.4934000000000003
Na2Si4O9,10.43775463104248,3.05069482,4.810700000000001
Li3Sb1F6,10.437607765197754,-0.07258313,3.664
Ca2Al3Si3O13,10.436960220336914,3.42634497,0.0950000000000002
Ca2Al3Si3O13,10.436960220336914,3.42634497,0.0950000000000002
Co1C12N8Cl2O10,10.436583518981934,-0.70924963,0.0
Pu1U1C3,10.433089256286621,11.53814656,0.0
Na3Ta1Si3Ge1O12,10.431061744689941,1.91019554,3.4498000000000006
Li4Ti3Mn3Sn2O16,10.42920970916748,4.01264791,0.4062999999999999
Li1Mn3O5F1,10.425707817077637,2.58952314,0.0
Li1Ti8O13,10.42416763305664,5.93918055,0.0
Pr3Tl1C1,10.422124862670898,2.05018528,0.0
Mn1Hg2C6S6N6,10.421525955200195,0.99235875,0.0012
Na4Si4H18O19,10.420501708984375,-0.8358247,4.8497
Li3B1P2O8,10.420246124267578,1.00923245,6.1272
Li3B1P2O8,10.420246124267578,1.00923245,6.1272
Tm2Si9B36C1,10.419685363769531,6.635513,1.2089
Tm2Si9B36C1,10.419685363769531,6.635513,1.2089
Tm2Si9B36C1,10.419685363769531,6.635513,1.2089
Rb1Li1O3,10.418853759765625,-0.92629521,0.0
Li1Mn1As1C1O7,10.416812896728516,-0.85122813,1.1502
Li1Mn1As1C1O7,10.416812896728516,-0.85122813,1.1502
Li1V1Ni1O4,10.413239479064941,2.52311898,2.1757000000000004
Li1V1Ni1O4,10.413239479064941,2.52311898,2.1757000000000004
Ta2Si1As2,10.41175365447998,5.58904242,0.0
Cs2Ni1P2S6,10.41129207611084,3.02241959,0.2521999999999997
Li7Ti11O24,10.410927772521973,4.5474703,0.0
Li2V1Si4O10,10.410599708557129,5.40267622,1.282
Li2V1Si4O10,10.410599708557129,5.40267622,1.282
Pb1C2S2N2,10.406166076660156,1.70296978,2.652
Li4V3Cr3Sb2O16,10.403590202331543,4.07646097,1.3902
Li4Ti3Mn2Sn3O16,10.403397560119629,3.54872981,1.348
Rb4Si1O4,10.403261184692383,3.58675649,2.5647
Li4V2Co3Sn3O16,10.401544570922852,4.59430165,1.1273999999999995
Li4Mn3Cr1P4O16,10.401476860046387,3.73868458,2.1329
C2Se1N2,10.40107250213623,-1.16220041,3.336
La2Mg1Ti1Ni1O6,10.399931907653809,7.98872079,0.0067000000000003
Na5Ti7Al1P12O48,10.398921012878418,2.91117323,0.0
Li4Co3Ni2Sn3O16,10.398310661315918,4.08590218,0.3062
Li4Co3Ni2Sn3O16,10.398310661315918,4.08590218,0.3062
V3H8C2N1O7,10.395979881286621,1.38934608,0.0
Na2Hf1Si1Ge1P2O12,10.39597225189209,1.50327913,2.8291000000000004
K9Sm3Si12O32F2,10.390836715698242,0.41806197,4.5766
La2Si1C1N2O4,10.390324592590332,5.09415711,3.700600000000001
La2Si1C1N2O4,10.390324592590332,5.09415711,3.700600000000001
Nb2C3N6,10.390155792236328,3.77156048,0.0661999999999998
Li4V3Ni3Sn2O16,10.386270523071289,4.13989175,0.1318999999999999
Li4V3Ni3Sn2O16,10.386270523071289,4.13989175,0.1318999999999999
Mg1U2Si2O18,10.386141777038574,-0.46600054,0.0337
Hg1H8C2Br3N1,10.384392738342285,-1.45817471,2.5334000000000003
Li8B2O7,10.380547523498535,1.18669977,5.2822
Li8B2O7,10.380547523498535,1.18669977,5.2822
Na5Ni9O18,10.380260467529297,2.97641443,0.3164000000000002
B2Mo1Pb6O12,10.380072593688965,3.25996041,2.4454
Mo3Os3C2,10.378090858459473,8.7234842,0.0
Ca3Al2N4,10.375185012817383,4.26196706,2.1954
Rb3Ni1O2,10.373263359069824,1.35898934,1.3115
Cd3H36C10N5Cl11,10.372820854187012,-1.11772833,2.1286
Li4Ti1Ni5P6O24,10.372427940368652,2.32968431,2.1145
Li4Ti1Ni5P6O24,10.372427940368652,2.32968431,2.1145
Nd2C3,10.371124267578125,5.16620061,0.0
Li2Mn4O3F8,10.369013786315918,0.24428789,0.0681999999999999
Li2V1Cr3O8,10.368127822875977,2.384188,1.0533
Nb1Al1Br8,10.367751121520996,-1.31661452,1.5329
Ca3Si4Ni2O14,10.365632057189941,3.37794141,0.4668000000000001
Ca3Si4Ni2O14,10.365632057189941,3.37794141,0.4668000000000001
K2Mg5Si12O30,10.365347862243652,1.17961859,4.8751
Na2Mg1Si2Sn3S4O24,10.364516258239746,2.60855944,0.4514
Li2Ag3F6,10.363536834716797,-0.59998247,0.0
Li1Pu2Te1O2,10.362483024597168,8.55029717,0.0
Sb1P1C3Cl5O1,10.362052917480469,-1.35739428,1.1166
Li4V3Co3Te2O16,10.358845710754395,4.45090836,1.2845
Li6Ni11O22,10.358620643615723,2.82539034,0.0
Li6Ni11O22,10.358620643615723,2.82539034,0.0
Ca5Si2C2O13,10.358246803283691,1.55402363,4.7858
Ca5Si2C2O13,10.358246803283691,1.55402363,4.7858
Li1Mn2O1F5,10.35765266418457,0.27683979,0.5221
Na2Li1As1F6,10.354613304138184,0.40020833,4.3114
Hf1Si1S1,10.353226661682129,8.12019096,0.0
Na18Mg4Nb20Si27S9O144,10.353119850158691,1.61185073,1.3961
Na6Al4Si5Sn4S7O48,10.352056503295898,2.85779044,1.8546000000000005
Na6Al4Si5Sn4S7O48,10.352056503295898,2.85779044,1.8546000000000005
Li1As1O3,10.351033210754395,2.02586407,3.3858
Mn1Al2P2H18O18,10.348915100097656,1.0900636,3.9537
Li1Ti1Ni1O4,10.348745346069336,2.43610493,0.6869000000000001
Li1Ti1Ni1O4,10.348745346069336,2.43610493,0.6869000000000001
Li2Si6Ni2O15,10.346853256225586,1.48655359,3.8219
Li2Si6Ni2O15,10.346853256225586,1.48655359,3.8219
Li2Si6Ni2O15,10.346853256225586,1.48655359,3.8219
V6Si1Sn1,10.346696853637695,7.54706683,0.0
Na1Mg14Al1O16,10.346491813659668,4.19377417,4.059900000000001
Cs1Mg14B1,10.346261978149414,3.13660088,0.0
Ti1B2,10.345087051391602,8.46049915,0.0
Mg6Co1C1,10.344622611999512,3.73811173,0.0
B2C1N2,10.344442367553711,9.84021694,1.0153999999999996
B2C1N2,10.344442367553711,9.84021694,1.0153999999999996
Li1Sc1V1O4,10.344168663024902,2.19575752,1.3262999999999998
Sr2Co1C1O3F5,10.343820571899414,1.19220155,0.712
Co1Ni1H24S2O20,10.342966079711914,-0.3560285,4.5884
B1C12Cl1F10,10.34119987487793,-0.8186652,2.7677
B1C12Cl1F10,10.34119987487793,-0.8186652,2.7677
Si1H8C1N4F6,10.3396577835083,-0.97738202,5.4037
Si1H8C1N4F6,10.3396577835083,-0.97738202,5.4037
Mg1Ni1B2P2H12O16,10.33902359008789,4.76484841,4.5703
Mg1Ni1B2P2H12O16,10.33902359008789,4.76484841,4.5703
Li4Ti4V4Ni1O18,10.337850570678711,3.1203071,1.2060999999999995
Li4Ti4V4Ni1O18,10.337850570678711,3.1203071,1.2060999999999995
Mn3Al1N3,10.337844848632812,6.58083702,0.0
Na2Nb3Al1Si4S2O24,10.3367280960083,1.47421008,1.8252
Na2Nb3Al1Si4S2O24,10.3367280960083,1.47421008,1.8252
Li1Mo2O4,10.336627006530762,3.11192914,1.4741000000000004
Na12Mg2Ta10Si15S3O72,10.333617210388184,1.58294717,3.1531
Li5Mn3F14,10.332003593444824,-0.25936095,1.3601
Na2Sb1P1C1O7,10.331291198730469,1.33958058,3.6837
Nd1P2H2C1O6,10.330266952514648,0.4602682,0.0050999999999999
Al12Pb1O19,10.330118179321289,6.12344717,4.518599999999999
Li2Co1Ni1O4,10.329598426818848,3.5532284,0.0
Li2Co1Ni1O4,10.329598426818848,3.5532284,0.0
Mn1Au2C4N4O2,10.328839302062988,-1.03578947,0.0
Li6B4O9,10.328385353088379,0.02971725,4.8958
Li6B4O9,10.328385353088379,0.02971725,4.8958
Mg30Ni1Sn1O32,10.328203201293945,6.8043496,1.5501000000000005
Na1Sc1Si1Ge1S2O12,10.327223777770996,1.20248362,1.2133000000000005
Cd1H8C4Br2N8,10.326183319091797,2.25865513,3.4057000000000004
Co3Sn1C12Cl1O12,10.325887680053711,-1.24991376,3.2736
Li2Co1P2O7,10.325517654418945,0.66258075,2.6793
Na6Zn4Si1S5O24,10.320817947387695,1.51873438,3.3817000000000004
Cd4Si1Se3S3,10.318768501281738,2.76636067,1.1219
Np1Ni1O3F6,10.317695617675781,-0.09542004,0.0
Ni2N11Cl8,10.317407608032227,-1.30356731,0.0
Li2Sb1P1C1O7,10.316821098327637,1.45002369,4.0421000000000005
Li2Sb1P1C1O7,10.316821098327637,1.45002369,4.0421000000000005
U2Ni1P2O22,10.316736221313477,-1.13802311,0.0
Na2Nb4Si7Ge4S5O48,10.315765380859375,1.38878514,1.6362
Li6Ni9P8O32,10.315603256225586,2.50466615,2.5554
Li6Ni9P8O32,10.315603256225586,2.50466615,2.5554
Li4Ti4V4Cr1O18,10.314349174499512,3.73856542,0.0
Mg6Co1B1,10.31225299835205,3.74670083,0.0
Co1H2C1O3,10.3112211227417,1.61067285,0.0
La1Ce1Si2B2O10,10.310741424560547,7.14602723,0.3406000000000002
La1Ce1Si2B2O10,10.310741424560547,7.14602723,0.3406000000000002
Mg1B2H4C8N8O2,10.30827808380127,-3.1104358,5.3302
Mg1B2H4C8N8O2,10.30827808380127,-3.1104358,5.3302
Na1La1Si1Sn1S2O12,10.307467460632324,1.4989626,0.7739000000000003
Li4Ti3Nb3V2O16,10.306905746459961,4.21348517,0.0
Na1Hf1Al1Si1S2O12,10.304954528808594,1.43781002,4.5276
Na1Hf1Al1Si1S2O12,10.304954528808594,1.43781002,4.5276
Sb1P3C1N3Cl15,10.303278923034668,-0.60239913,2.0859
Li1Mg30Ti1O32,10.301398277282715,7.26455191,0.4660000000000002
Li2Cr1Si6O15,10.301389694213867,0.89635638,1.0966
Li2Cr1Si6O15,10.301389694213867,0.89635638,1.0966
K1Al4Si2O12,10.300323486328125,1.11600422,0.4962999999999999
K1Al4Si2O12,10.300323486328125,1.11600422,0.4962999999999999
P1H30Pt2C10I2N1Cl2,10.29721736907959,-0.95057409,3.1727
K9Eu3Si12O32F2,10.296274185180664,0.7805042,0.0
C1Br1N3O1,10.295210838317871,-1.46415715,0.0
Li2Co1P2O8,10.294928550720215,-0.59880871,0.0
K1La5C2Cl10,10.294400215148926,4.45450979,1.7157999999999998
Li1Au1O2,10.292357444763184,1.2133942,1.3059
Hg1Te5H36C12N3O5F25,10.292041778564453,-1.44456823,2.0657
Li4V3Sb5O16,10.289698600769043,4.7183721,1.2006000000000006
Li4Mn2Ni3O10,10.28853702545166,2.69910625,0.0
Li4Mn2Ni3O10,10.28853702545166,2.69910625,0.0
V6Si5,10.287017822265625,8.55858934,0.0
Rb3B2P3H2O13,10.286216735839844,4.91801183,5.2981
Li1Mg6Ga1O8,10.28427791595459,4.38002091,2.4295
K1H1C3N6,10.284213066101074,-1.80228674,0.0
Si1H17C11N1,10.281947135925293,-0.83769664,3.9636
Si1H17C11N1,10.281947135925293,-0.83769664,3.9636
Li5Sn1P4O14,10.280823707580566,3.45869865,0.0985
Al1Tl2O1F5,10.280526161193848,0.6822924,0.0
Li3Mn2F9,10.280016899108887,-0.55239249,1.7893
Na3La1Ti3Si3S3O24,10.279105186462402,1.38928006,2.1124
Cs2Na1Al1H6,10.279057502746582,0.84859158,1.9338
Li4V3Cr2Sn3O16,10.276886940002441,3.91387581,1.3282000000000005
Ce2C3,10.275440216064453,8.34326891,0.0
Ti5C1N4,10.274701118469238,8.78926586,0.0
Sr1Li1La1Ti3O9,10.27375602722168,5.723696,1.8409
Zn1H9C4N3O6,10.273521423339844,3.50868574,4.4984
K1Al1H6O2F6,10.27338695526123,-2.83801944,6.9766
Li4Co3Ni1P4O16,10.272799491882324,2.9889725,2.5693
Li4Co3Ni1P4O16,10.272799491882324,2.9889725,2.5693
Rb3Ni2N7O21,10.272231101989746,-0.06896493,2.9288
